SEQENCE ID                     TM SP PREDICTION
Q8XAQ6                          1  0 i151-170o
Q8XAQ7                          0  Y n6-21c29/30o
Q8XAQ9                          3  0 o12-28i40-60o253-279i
Q8XAS0                          0  Y n5-16c21/22o
Q8XAS1                          9  0 o12-33i45-67o73-94i101-119o139-156i163-184o196-216i223-245o251-271i
Q8XAS5                          0  0 i
Q8XAT0                          0  0 i
Q8XAT1                          0  0 o
Q8XAT9                          0  0 o
Q8XAU2                          6  Y n2-13c20/21o81-107i119-144o190-209i230-253o259-280i292-316o
Q8XAU4                          0  Y n10-20c25/26o
Q8XAV2                         12  0 i33-54o60-76i83-103o109-129i141-161o173-190i197-219o239-261i281-299o319-338i350-373o385-418i
Q8XAV5                          0  0 o
Q8XAV8                          0  0 o
Q8XAV9                          0  Y n4-14c19/20o
Q8XAW2                          0  0 o
Q8XAW3                          0  0 o
Q8XAW5                         13  Y n10-21c27/28o51-71i78-97o103-124i136-158o164-182i194-211o223-244i264-287o293-314i326-347o353-374i394-417o429-450i
Q8XAX2                          0  Y n9-19c24/25o
Q8XAX7                          0  0 o
Q8XAX9                          0  0 o
Q8XAZ0                          0  Y n6-16c23/24o
Q8XAZ5                          0  0 o
Q8XAZ8                          0  0 o
Q8XAZ9                          0  Y n6-17c24/25o
Q8XB01                          0  Y n4-14c19/20o
Q8XB02                          0  Y n7-17c22/23o
Q8XB04                          5  Y n11-22c34/35o295-313i325-343o349-367i379-396o402-420i
Q8XB09                          0  0 o
Q8XB11                          0  Y n4-15c19/20o
Q8XB15                         11  Y n8-19c24/25o44-63i75-93o99-121i133-156o162-182i207-233o245-263i275-293o299-323i335-357o363-381i
Q8XB17                          0  0 o
Q8XB19                          0  0 o
Q8XB20                         13  0 i32-56o62-81i88-106o112-130i142-161o181-199i206-226o246-266i295-317o329-349i356-376o388-412i424-442o
Q8XB22                          0  0 o
Q8XB29                          0  0 o
Q8XB32                          0  0 o
Q8XB40                          0  0 o
Q8XB45                          0  0 o
Q8XB47                          0  0 o
Q8XB48                          0  0 o
Q8XB50                          0  0 i
Q8XB51                          0  0 o
Q8XB52                          5  0 i114-135o141-158i170-189o195-214i226-252o
Q8XB54                          0  0 o
Q8XB56                          0  0 o
Q8XB58                          0  Y n8-19c25/26o
Q8XB60                          0  0 o
Q8XB61                          0  0 o
Q8XB62                          0  0 o
Q8XB64                          0  0 o
Q8XB65                         16  0 i12-29o35-54i95-115o121-141i162-185o191-211i223-243o258-278i283-303o323-343i364-387o488-505i533-552o564-589i596-616o669-689i
Q8XB66                          0  Y n4-15c22/23o
Q8XB67                          0  0 o
Q8XB68                          0  0 o
Q8XB69                          0  0 o
Q8XB71                          4  0 i9-26o46-63i84-108o144-162i
Q8XB72                          0  Y n15-25c30/31o
Q8XB79                          0  0 o
Q8XB80                          0  0 o
Q8XB81                          0  0 o
Q8XB82                          0  0 o
Q8XB83                          0  0 o
Q8XB85                          0  0 o
Q8XB89                          0  0 o
Q8XB93                          0  0 o
Q8XB96                          1  0 i113-137o
Q8XB97                          4  0 i21-39o86-104i116-135o176-201i
Q8XBA0                          0  0 o
Q8XBA5                          0  0 o
Q8XBA6                          0  Y n4-14c19/20o
Q8XBA7                          0  0 o
Q8XBB3                          0  0 o
Q8XBB4                         10  0 i12-32o81-100i112-136o148-171i197-215o221-240i260-280o292-314i321-341o361-382i
Q8XBB5                          0  Y n4-12c16/17o
Q8XBB9                          0  0 i
Q8XBC3                          0  0 i
Q8XBC6                          0  Y n4-15c20/21o
Q8XBC9                          0  0 o
Q8XBD0                          0  0 o
Q8XBD1                          0  0 o
Q8XBD2                          0  0 o
Q8XBD7                          0  0 o
Q8XBE2                          0  0 o
Q8XBE3                          0  0 o
Q8XBE4                          0  0 o
Q8XBE6                          0  0 o
Q8XBE9                          0  Y n5-16c21/22o
Q8XBF6                          0  0 o
Q8XBF7                          2  0 i81-99o144-162i
Q8XBF8                          0  0 o
Q8XBF9                          0  0 o
Q8XBG1                          0  0 o
Q8XBG2                          0  0 o
Q8XBG5                          0  0 o
Q8XBG7                          0  0 i
Q8XBG9                          0  0 i
Q8XBH0                          0  0 o
Q8XBH1                          0  0 o
Q8XBH3                          0  0 o
Q8XBH5                          0  0 o
Q8XBH6                          0  0 o
Q8XBH7                          0  0 o
Q8XBH8                          0  0 o
Q8XBH9                          0  0 i
Q8XBI2                          0  0 o
Q8XBI3                          0  0 o
Q8XBI7                          4  0 i21-41o61-78i90-110o116-135i
Q8XBI8                          0  Y n8-19c27/28o
Q8XBJ5                          0  Y n10-20c25/26o
Q8XBK8                          0  Y n4-15c19/20o
Q8XBL6                          0  Y n7-17c22/23o
Q8XBM0                          0  Y n8-17c21/22o
Q8XBM1                          1  0 o456-474i
Q8XBM2                          0  0 o
Q8XBM5                          2  0 o12-32i52-72o
Q8XBM6                         10  0 i7-24o30-48i69-89o101-119i126-152o164-181i202-221o227-250i262-283o289-311i
Q8XBM7                          3  0 i12-35o66-86i98-117o
Q8XBN1                          0  0 o
Q8XBN4                          0  0 o
Q8XBN5                          0  0 o
Q8XBP9                          0  0 o
Q8XBQ3                          0  0 o
Q8XBQ5                          0  Y n15-23c28/29o
Q8XBQ6                          0  0 o
Q8XBQ7                          8  Y n6-19c37/38o61-81i93-111o117-134i146-167o195-216i237-261o273-295i307-326o
Q8XBR0                          0  0 o
Q8XBR1                          0  Y n3-13c17/18o
Q8XBR2                          0  0 o
Q8XBR3                          0  0 o
Q8XBR5                          3  0 o6-25i32-49o55-75i
Q8XBR6                          0  Y n5-16c23/24o
Q8XBS4                          0  0 o
Q8XBS8                          0  Y n3-13c18/19o
Q8XBT2                          0  0 o
Q8XBT3                          0  0 o
Q8XBT7                          1  0 o186-204i
Q8XBT8                          0  0 o
Q8XBU1                          0  0 o
Q8XBU2                          0  0 o
Q8XBU4                          0  0 o
Q8XBU5                          0  0 o
Q8XBU6                          0  0 o
Q8XBU7                          0  0 o
Q8XBU8                         16  0 i7-26o32-52i93-111o117-138i159-185o191-209i221-240o260-277i284-305o325-345i373-393o470-494i515-534o546-571i578-598o648-671i
Q8XBV1                          0  Y n3-14c19/20o
Q8XBV5                          9  0 o6-30i64-81o93-114i121-139o151-172i193-213o239-264i284-304o310-326i
Q8XBV6                          8  Y n8-23c41/42o60-81i93-111o117-138i145-167o187-211i236-262o274-296i303-324o
Q8XBV7                          0  0 o
Q8XBV8                          2  0 i42-61o339-362i
Q8XBW0                          0  0 o
Q8XBW2                          0  0 o
Q8XBW5                          0  0 o
Q8XBX2                          1  Y n7-25c31/32o50-70i
Q8XBY0                         12  0 i30-49o55-71i107-130o136-156i163-184o204-228i249-271o291-308i340-361o367-387i408-428o434-452i
Q8XBY5                          0  0 o
Q8XBY9                          0  0 o
Q8XBZ2                          0  0 o
Q8XBZ4                          0  0 o
Q8XBZ6                          0  Y n5-16c22/23o
Q8XBZ8                          0  0 o
Q8XBZ9                          0  0 o
Q8XC00                          0  0 o
Q8XC05                          0  0 o
Q8XC07                          0  0 o
Q8XC09                          0  0 o
Q8XC10                          3  0 i12-30o78-97i118-143o
Q8XC13                          0  0 o
Q8XC15                          5  0 i37-54o96-114i159-180o200-218i307-332o
Q8XC16                          0  0 o
Q8XC17                          1  0 i12-37o
Q8XC19                          0  Y n5-16c21/22o
Q8XC20                          0  Y n4-14c19/20o
Q8XC21                          0  0 o
Q8XC22                          0  0 i
Q8XC26                          0  0 o
Q8XC30                          9  0 o12-40i61-79o85-103i123-148o168-188i209-233o263-283i290-314o334-356i
Q8XC33                          0  0 o
Q8XC34                          0  0 o
Q8XC36                          0  0 o
Q8XC42                          0  Y n14-22c27/28o
Q8XC47                          0  0 i
Q8XC51                          9  Y n11-18c25/26o41-60i72-94o100-120i127-146o152-172i184-205o211-237i249-270o276-293i
Q8XC52                          0  0 o
Q8XC53                          0  0 o
Q8XC56                          0  0 o
Q8XC64                          0  0 i
Q8XC66                          0  0 o
Q8XC71                          0  0 o
Q8XC73                          0  0 o
Q8XC75                          0  0 o
Q8XC76                          0  0 o
Q8XC77                          3  0 o17-36i48-72o92-114i
Q8XC78                          1  0 o25-43i
Q8XC79                          0  0 o
Q8XC83                          0  0 o
Q8XC86                          0  0 o
Q8XC87                          0  0 i
Q8XC89                          0  0 o
Q8XC90                          0  0 o
Q8XC91                          0  0 o
Q8XC95                          0  0 o
Q8XC96                          0  0 o
Q8XC97                          0  0 o
Q8XC98                          0  0 o
Q8XCA0                          0  0 o
Q8XCA2                          0  0 o
Q8XCA4                          6  0 i12-33o66-84i105-125o279-298i305-322o334-356i
Q8XCA5                         12  0 i12-34o40-58i79-98o110-132i152-174o180-202i232-258o264-283i295-313o319-342i363-390o402-424i
Q8XCA6                          1  0 i7-26o
Q8XCA7                          0  0 o
Q8XCA8                          0  0 o
Q8XCA9                          0  0 o
Q8XCB1                          0  0 o
Q8XCB4                          0  0 o
Q8XCB5                          0  0 o
Q8XCB9                          0  0 o
Q8XCC5                          0  0 o
Q8XCC7                          0  0 o
Q8XCD1                          0  Y n6-17c22/23o
Q8XCD2                          0  0 o
Q8XCD3                          0  0 o
Q8XCD5                          0  0 o
Q8XCD6                          0  Y n3-14c22/23o
Q8XCE9                          4  Y n2-11c16/17o32-49i70-87o171-189i201-220o
Q8XCF1                          0  Y n5-13c21/22o
Q8XCF2                          0  0 o
Q8XCF3                          0  0 i
Q8XCG4                          0  0 i
Q8XCG5                          0  Y n6-14c22/23o
Q8XCH0                          0  Y n4-15c27/28o
Q8XCH1                          0  Y n4-14c18/19o
Q8XCH3                          0  0 o
Q8XCH7                          0  0 o
Q8XCH8                         10  0 i5-25o31-52i64-86o92-113i125-142o154-175i195-216o231-255i262-281o287-306i
